hits_count,reads_count,hits_count_pro,ratio_hits_prom,insertion_index,NI,NI_ratio,HFI,HFI_ratio,orf,label
0.12,0.04,4,2.0,0.016191904047976012,0.3548725637181409,0.9717607973421926,0.08665667166416792,1.3633217993079585,YBL063W,non_ess
0.12,0.04,2,1.0,0.018421052631578942,0.3646725826193391,0.6613372093023256,1.0,1.0,YBL062W,non_ess
0.12,0.04,2,4.0,0.013397129186602873,0.2654097931395653,0.6825870646766169,0.1430622009569378,1.0535117056856187,YBL061C,non_ess
0.12,0.04,9,1.0,0.013572467280659237,0.27509452253999034,0.7227586206896551,0.1866214251090645,0.5584415584415584,YBL060W,non_ess
0.0,0.0,1,0.3333333333333333,0.0,0.0,0.0,1.0,0.6859903381642513,YBL059C-A,non_ess
0.12,0.04,1,0.5,0.012307692307692308,0.2566927683095348,0.5844311377245509,0.3384615384615385,1.1545454545454543,YBL059W,non_ess
0.12,0.04,1,0.1111111111111111,0.014162077104642012,0.31754523996852874,0.5958333333333334,0.1927616050354052,1.2081632653061225,YBL058W,non_ess
0.12,0.04,10,1.4285714285714286,0.025,0.6694519537970017,0.8416289592760181,0.231629392971246,1.0413793103448274,YBL057C,non_ess
0.12,0.04,1,1.0,0.01209103840682788,0.3078979079649546,0.7820240622788394,0.18705547652916074,0.9201520912547528,YBL056W,non_ess
0.12,0.04,9,1.5,0.02308917197452229,0.5079617834394904,0.8338827838827838,0.13614649681528662,1.0994152046783623,YBL055C,non_ess
0.12,0.04,2,0.6666666666666666,0.019023462270133164,0.424649903104795,0.9754672897196262,0.25110970196575777,0.5176767676767677,YBL054W,non_ess
0.12,0.04,6,1.0,0.00267379679144385,0.061747994652406414,0.375,0.8101604278074866,0.7062706270627062,YBL053W,non_ess
0.12,0.04,0,0.0,0.006412825651302604,0.14809619238476954,0.5714285714285715,0.3122244488977956,0.9717586649550706,YBL052C,non_ess
0.12,0.04,0,1.0,0.009471585244267198,0.1946756297630713,0.5414592274678112,0.1370887337986042,0.7163636363636363,YBL051C,non_ess
